EmpID,BiasInfluentialFactor,FitmentPercent
18374,MartialStatus,82.36
4364,YearsOfExperince,82.05
23261,,82.49
16502,Gender,78.66
15432,DegreeBranch,78.57
17025,DegreeBranch,81.39
17086,YearsOfExperince,83.24
18716,DegreeBranch,82.41
23594,CurrentCompanyType,69.46
6890,Gender,81.74
6986,DegreeBranch,81.92
5028,EmpScore,81.84
7108,,68.87
5003,YearsOfExperince,82.0
4183,DegreeBranch,77.81
17274,,59.43
6789,Gender,74.15
6922,Gender,81.43
14734,CurrentCompanyType,69.22
7747,,58.9
21269,MartialStatus,79.18
9271,,67.49
7857,,61.83
16227,HighestDegree,82.59
3750,,78.04
17102,Gender,81.41
13917,,57.98
17326,Gender,80.52
7123,,80.35
6845,DegreeBranch,82.67
4321,DegreeBranch,83.24
22731,,63.58
9059,DegreeBranch,81.18
5210,YearsOfExperince,79.91
16631,Gender,80.0
7469,Gender,79.88
13953,EmpScore,81.08
21029,DegreeBranch,81.32
10297,DegreeBranch,80.89
10108,,80.6
3879,Gender,81.53
14547,YearsOfExperince,80.19
11596,DegreeBranch,81.48
9570,DegreeBranch,81.75
9877,EmpScore,79.11
19664,MartialStatus,82.18
5796,HighestDegree,82.33
16075,HighestDegree,76.84
7320,Gender,82.73
20058,Gender,72.58
23765,,66.44
11094,YearsOfExperince,80.37
17782,Gender,83.85
5126,DegreeBranch,82.23
20169,YearsOfExperince,81.3
15337,,79.89
4214,YearsOfExperince,83.17
6015,Gender,73.82
14271,DegreeBranch,82.63
14365,,53.93
10020,,63.15
15023,Gender,78.25
18494,HighestDegree,78.7
4837,EmpScore,79.4
18511,,81.76
17336,Gender,82.58
23796,YearsOfExperince,82.69
22860,DegreeBranch,80.77
19964,DegreeBranch,82.71
9857,EmpScore,81.38
11394,Gender,81.74
14028,DegreeBranch,82.95
13534,YearsOfExperince,74.01
15702,DegreeBranch,81.1
12077,,60.63
9886,HighestDegree,82.84
18755,DegreeBranch,83.01
10716,,80.54
21221,Gender,77.24
5498,MartialStatus,80.96
18012,DegreeBranch,82.55
20584,Gender,81.94
9003,Gender,75.49
21596,MartialStatus,82.23
24303,EmpScore,80.41
23210,DegreeBranch,77.47
3705,Gender,82.64
9904,YearsOfExperince,75.14
16622,Gender,82.35
23621,HighestDegree,72.86
7026,DegreeBranch,80.06
7122,DegreeBranch,81.08
24383,EmpScore,78.21
7145,EmpScore,80.36
19615,,60.57
15154,,60.39
7593,YearsOfExperince,80.63
11840,MartialStatus,80.65
22258,,67.73
3066,,53.43
4941,Gender,81.42
7291,HighestDegree,82.48
6512,Gender,74.26
18262,,65.38
6807,YearsOfExperince,85.08
3571,Gender,79.56
13400,YearsOfExperince,80.71
4926,DegreeBranch,81.59
20809,Gender,80.74
10431,DegreeBranch,81.41
9577,EmpScore,79.92
9078,Gender,81.28
16817,DegreeBranch,73.63
23649,DegreeBranch,83.08
16144,YearsOfExperince,78.92
9951,DegreeBranch,82.38
11628,Gender,82.31
20931,YearsOfExperince,80.4
11068,DegreeBranch,81.9
16914,,60.04
4217,DegreeBranch,80.13
3170,Gender,79.43
11239,Gender,82.98
18845,DegreeBranch,82.68
19321,HighestDegree,79.6
15538,DegreeBranch,81.95
17957,DegreeBranch,81.93
11040,Gender,79.66
3539,Gender,81.02
22970,,80.13
22936,DegreeBranch,81.95
15917,,66.8
21918,YearsOfExperince,81.34
5069,Gender,83.76
6282,,59.98
6719,EmpScore,79.39
15742,DegreeBranch,82.5
3144,Gender,80.86
9462,Gender,80.09
20810,YearsOfExperince,79.54
5150,,79.59
15178,,67.76
15249,Gender,74.14
24000,Gender,80.48
6918,DegreeBranch,83.16
9038,,62.41
3985,YearsOfExperince,81.07
9776,Gender,81.03
11223,,64.08
21091,MartialStatus,78.84
11120,,60.2
3578,DegreeBranch,77.72
13296,,68.09
7800,DegreeBranch,82.64
4289,,73.14
16108,,76.7
10227,DegreeBranch,82.27
13282,Gender,79.79
9589,,59.1
15996,Gender,83.09
6686,DegreeBranch,80.83
12175,DegreeBranch,74.8
13563,,65.21
24106,CurrentCompanyType,74.56
21498,DegreeBranch,81.77
16027,DegreeBranch,66.94
12977,Gender,82.91
5886,DegreeBranch,82.65
11487,,81.47
10591,DegreeBranch,82.0
4421,Gender,81.05
16292,DegreeBranch,81.62
16923,DegreeBranch,74.91
9665,,66.01
8285,,65.95
18177,EmpScore,81.72
20774,DegreeBranch,82.07
17187,EmpScore,82.74
16583,Gender,73.17
3147,,57.99
3430,,67.99
9165,MartialStatus,81.61
10270,DegreeBranch,77.8
24279,DegreeBranch,81.58
12081,,66.7
23979,Gender,81.63
16966,Gender,80.02
10164,YearsOfExperince,81.26
22117,EmpScore,81.82
9111,,52.76
5419,Gender,75.85
7876,HighestDegree,82.48
23750,,67.21
6287,DegreeBranch,79.73
22136,HighestDegree,82.09
10430,HighestDegree,82.65
17871,,68.96
5439,DegreeBranch,80.35
18011,,54.45
7723,Gender,74.82
2490,YearsOfExperince,80.41
12098,LatestDegreeCGPA,80.2
18608,Gender,80.49
20423,,58.38
16703,CurrentCompanyType,75.47
3588,DegreeBranch,81.82
23917,,67.2
17419,,68.43
19629,Gender,82.66
14778,YearsOfExperince,74.1
23381,DegreeBranch,80.15
6058,DegreeBranch,83.35
2724,Gender,81.31
9632,Gender,81.21
18599,DegreeBranch,79.52
13169,,81.85
22285,DegreeBranch,71.91
5276,EmpScore,82.31
11555,,67.89
4924,,79.62
14006,DegreeBranch,79.68
20113,,66.58
17523,YearsOfExperince,80.52
6842,YearsOfExperince,75.41
21241,YearsOfExperince,78.22
8559,YearsOfExperince,80.0
3265,,57.54
17640,Gender,81.5
21354,HighestDegree,81.83
14310,HighestDegree,80.35
18865,,67.61
19382,MartialStatus,81.15
14327,Gender,78.69
19480,,71.13
13038,Gender,79.5
9727,HighestDegree,79.73
12322,,62.32
22608,DegreeBranch,84.26
13170,Gender,75.23
12271,Gender,81.99
23620,MartialStatus,79.93
16442,,68.38
7824,YearsOfExperince,81.71
21374,YearsOfExperince,80.94
10169,DegreeBranch,80.72
2801,,64.48
2364,DegreeBranch,81.88
3702,HighestDegree,79.77
17941,YearsOfExperince,79.57
23300,CurrentCompanyType,68.0
19852,,69.36
13765,CurrentCompanyType,67.81
15388,,55.99
16432,,77.92
11375,DegreeBranch,83.37
19329,LatestDegreeCGPA,61.46
18288,EmpScore,81.39
21801,EmpScore,80.49
19475,,59.49
11250,Gender,81.7
20551,DegreeBranch,81.73
21559,,82.4
12275,DegreeBranch,81.82
22469,DegreeBranch,67.59
3668,EmpScore,79.52
11433,DegreeBranch,82.23
8061,YearsOfExperince,78.89
7297,CurrentCompanyType,68.42
10673,,66.72
7006,,55.79
7938,,70.73
13442,,80.64
20070,DegreeBranch,82.35
12054,DegreeBranch,81.08
23290,DegreeBranch,78.96
23569,MartialStatus,81.17
12760,,61.82
10596,MartialStatus,81.94
11568,LatestDegreeCGPA,81.27
19846,YearsOfExperince,78.86
11852,HighestDegree,81.71
14410,,81.04
14522,,80.98
23222,DegreeBranch,67.98
10386,Gender,79.46
24172,Gender,74.6
4019,,82.59
8494,,66.17
19619,,68.78
15135,YearsOfExperince,81.29
5607,Gender,80.88
7504,LatestDegreeCGPA,58.47
9124,YearsOfExperince,86.08
9339,DegreeBranch,80.97
4882,CurrentCompanyType,74.91
12590,DegreeBranch,76.34
16237,CurrentCompanyType,71.19
4522,YearsOfExperince,80.89
8982,Gender,80.1
24253,MartialStatus,82.09
19230,YearsOfExperince,76.79
13000,Gender,80.72
23928,DegreeBranch,81.5
16627,,66.89
20665,Gender,74.2
21301,YearsOfExperince,82.0
19440,,79.24
14095,YearsOfExperince,74.42
12835,YearsOfExperince,81.8
7606,YearsOfExperince,80.74
6575,,78.9
11275,HighestDegree,81.4
11124,YearsOfExperince,77.54
11877,Gender,73.92
14795,HighestDegree,69.98
13342,DegreeBranch,81.82
10125,,66.86
5991,MartialStatus,82.6
21558,YearsOfExperince,81.45
13234,DegreeBranch,80.63
4436,Gender,81.31
8373,,68.1
4734,Gender,81.24
5039,Gender,81.96
19087,EmpScore,79.66
13535,DegreeBranch,80.51
2621,EmpScore,80.96
18544,Gender,79.87
6509,,68.15
22699,DegreeBranch,81.96
10903,YearsOfExperince,79.27
4362,EmpScore,80.12
6925,EmpScore,85.2
22573,DegreeBranch,80.54
22667,Gender,76.14
12563,DegreeBranch,81.77
21608,,58.46
9086,DegreeBranch,82.21
8034,,69.75
23550,DegreeBranch,80.38
14803,DegreeBranch,79.92
11092,,77.93
19988,,80.29
22401,,68.56
2680,Gender,79.56
23798,Gender,81.02
13756,Gender,72.87
15257,,65.93
8680,DegreeBranch,80.46
5843,EmpScore,80.45
21020,Gender,80.54
6888,DegreeBranch,83.94
8467,Gender,76.51
13127,Gender,77.87
21561,EmpScore,78.84
5945,DegreeBranch,77.45
14444,,78.56
20184,YearsOfExperince,80.9
10722,Gender,81.54
21378,YearsOfExperince,86.08
5778,Gender,79.98
14330,Gender,81.9
17476,,85.49
23748,DegreeBranch,81.51
5189,HighestDegree,81.62
20815,,80.89
22798,Gender,79.47
16173,,65.02
22986,,68.71
7799,Gender,74.64
17857,DegreeBranch,79.48
10095,MartialStatus,82.5
10090,EmpScore,87.2
18915,,66.7
14352,Gender,82.18
3518,,67.53
21893,Gender,81.48
8897,HighestDegree,83.56
9892,Gender,80.8
4255,,66.38
9205,YearsOfExperince,82.24
10889,DegreeBranch,69.99
3297,DegreeBranch,79.03
14746,,59.78
9206,,53.47
20348,DegreeBranch,75.37
13996,CurrentCompanyType,66.82
8145,DegreeBranch,81.29
19409,EmpScore,79.04
15988,Gender,81.13
17364,Gender,81.73
8279,YearsOfExperince,80.22
15462,,75.5
7744,DegreeBranch,81.29
15269,HighestDegree,80.41
20753,YearsOfExperince,83.83
16251,Gender,82.93
5180,Gender,84.39
20977,DegreeBranch,79.71
24238,DegreeBranch,79.81
3354,,66.8
12687,HighestDegree,69.11
16614,Gender,74.0
16082,YearsOfExperince,80.08
21612,DegreeBranch,81.5
9517,HighestDegree,78.6
7217,Gender,78.32
16723,HighestDegree,81.51
22017,YearsOfExperince,82.32
3689,DegreeBranch,75.17
10355,Gender,83.83
18640,EmpScore,80.97
6337,Gender,83.07
15121,,69.67
9613,MartialStatus,80.06
9597,EmpScore,77.99
17236,CurrentCompanyType,68.89
9690,CurrentCompanyType,66.53
3859,HighestDegree,82.29
12312,Gender,79.77
20976,Gender,82.02
20547,DegreeBranch,68.29
17281,DegreeBranch,81.59
18130,,61.36
10038,,70.31
11000,Gender,82.52
5905,YearsOfExperince,80.76
12104,,61.82
20310,Gender,73.83
6051,YearsOfExperince,82.01
18084,YearsOfExperince,73.86
11031,YearsOfExperince,80.69
21712,DegreeBranch,81.6
5749,Gender,83.45
23069,DegreeBranch,81.36
4845,CurrentCompanyType,69.59
12747,EmpScore,80.7
7910,,68.68
5181,,66.45
19450,DegreeBranch,80.49
14281,EmpScore,85.89
4163,Gender,73.59
23173,DegreeBranch,80.81
15984,DegreeBranch,82.31
15835,,66.41
18715,CurrentCompanyType,75.05
19869,EmpScore,81.51
11454,,68.22
12442,Gender,78.01
4319,,76.34
7569,HighestDegree,82.7
12992,Gender,81.68
16590,DegreeBranch,80.28
2873,DegreeBranch,82.47
12539,EmpScore,81.91
19233,,67.41
5566,Gender,73.97
20393,,82.44
20673,MartialStatus,80.97
23889,EmpScore,81.24
15333,Gender,79.69
13798,,67.42
23345,YearsOfExperince,81.49
2094,DegreeBranch,82.9
8658,DegreeBranch,81.42
12675,DegreeBranch,68.7
12383,YearsOfExperince,81.86
10776,CurrentCompanyType,75.49
19347,,63.11
20064,,80.84
11504,DegreeBranch,82.27
8485,CurrentCompanyType,74.41
23017,,52.64
3854,YearsOfExperince,80.26
3300,,80.94
14706,,65.64
5436,Gender,75.07
18056,Gender,82.63
15355,MartialStatus,83.12
10665,YearsOfExperince,68.66
11491,EmpScore,79.92
24274,Gender,77.05
23543,EmpScore,80.36
24025,DegreeBranch,78.57
15712,YearsOfExperince,77.87
9994,DegreeBranch,76.22
18022,,67.31
2242,,80.81
11335,EmpScore,80.91
2647,YearsOfExperince,79.36
8834,,68.59
13603,Gender,80.69
17639,Gender,81.94
23054,Gender,79.26
6109,YearsOfExperince,82.08
23208,Gender,76.71
13412,Gender,80.89
4997,Gender,80.74
19082,EmpScore,83.0
16057,DegreeBranch,79.58
13972,HighestDegree,81.9
23972,DegreeBranch,80.7
10005,,66.74
9388,MartialStatus,80.89
6043,HighestDegree,81.55
21796,,65.03
7411,EmpScore,80.52
20010,MartialStatus,78.55
20664,MartialStatus,82.36
20033,DegreeBranch,80.89
9627,DegreeBranch,83.11
17307,DegreeBranch,74.91
24146,CurrentCompanyType,71.67
5045,Gender,74.6
17483,DegreeBranch,80.63
22411,DegreeBranch,81.54
18349,Gender,80.14
11871,,54.96
13325,Gender,81.54
5785,YearsOfExperince,78.3
15832,DegreeBranch,81.87
16728,MartialStatus,79.91
21960,YearsOfExperince,74.8
13589,,68.1
16299,Gender,75.56
20778,YearsOfExperince,80.59
18733,,77.36
7167,Gender,75.38
5531,YearsOfExperince,84.49
15689,DegreeBranch,80.77
15983,HighestDegree,70.56
9007,YearsOfExperince,67.71
17268,,64.87
17732,DegreeBranch,79.91
13360,Gender,80.79
3025,Gender,81.23
23698,,68.61
4343,,67.44
18472,EmpScore,81.08
14051,CurrentCompanyType,70.63
5575,Gender,74.89
10441,Gender,82.09
20910,Gender,75.9
7481,Gender,80.17
7962,DegreeBranch,81.11
9178,Gender,73.32
22441,DegreeBranch,82.07
13550,,59.41
22463,,78.33
18736,,51.94
19797,,67.02
14102,,66.31
15137,DegreeBranch,79.71
14931,EmpScore,81.73
13043,EmpScore,80.7
24153,HighestDegree,84.22
17839,,67.05
23008,HighestDegree,80.07
21099,,76.32
3212,DegreeBranch,77.14
13565,YearsOfExperince,73.95
15678,,82.72
16761,DegreeBranch,80.59
13861,YearsOfExperince,81.85
17675,YearsOfExperince,81.2
13448,Gender,76.79
14146,Gender,76.41
16496,YearsOfExperince,79.99
9807,,56.71
10266,YearsOfExperince,79.34
4366,YearsOfExperince,80.52
12320,,68.97
10870,,66.5
19770,DegreeBranch,83.49
4622,,67.51
23170,DegreeBranch,82.86
23655,YearsOfExperince,81.43
18742,,70.53
6683,,65.66
13371,Gender,83.32
21400,DegreeBranch,81.65
8871,Gender,80.98
24030,,77.67
20446,Gender,82.5
9725,DegreeBranch,83.52
6928,,54.25
18034,Gender,80.65
23491,DegreeBranch,83.66
9194,Gender,76.19
6631,DegreeBranch,69.73
18165,MartialStatus,82.9
17310,,79.24
11237,,68.64
4172,HighestDegree,81.56
4584,,81.55
22001,,68.22
16326,Gender,74.95
19762,DegreeBranch,80.34
22492,DegreeBranch,81.93
23046,DegreeBranch,80.49
13749,Gender,80.03
21493,Gender,78.69
17063,,76.83
17392,,67.71
7276,,59.06
21643,Gender,80.79
17525,Gender,74.67
23770,Gender,79.96
21349,YearsOfExperince,80.84
5432,CurrentCompanyType,74.96
11688,Gender,83.37
19968,EmpScore,80.97
4497,Gender,79.73
17537,Gender,80.98
19316,DegreeBranch,81.43
11478,,53.44
6328,YearsOfExperince,80.4
11866,DegreeBranch,81.71
7077,,81.05
19317,Gender,80.78
19933,,63.58
5360,CurrentCompanyType,53.39
19069,DegreeBranch,84.01
3759,MartialStatus,83.63
13658,,65.11
24104,Gender,75.59
21910,YearsOfExperince,67.72
5256,EmpScore,83.08
2992,,70.56
21375,,64.23
2070,EmpScore,80.75
19996,,69.57
4457,Gender,79.99
13797,YearsOfExperince,67.47
22648,,81.14
22835,Gender,76.01
16842,YearsOfExperince,72.73
5385,YearsOfExperince,82.57
22536,Gender,81.31
19198,,82.09
20669,YearsOfExperince,80.75
23095,Gender,81.9
14413,Gender,75.01
10254,Gender,81.77
3795,,67.39
21860,YearsOfExperince,75.85
2012,,62.01
3204,DegreeBranch,85.04
14509,DegreeBranch,80.82
7774,Gender,80.77
13850,YearsOfExperince,80.06
23893,HighestDegree,81.95
18593,DegreeBranch,83.93
12550,Gender,75.23
2295,YearsOfExperince,69.56
17971,YearsOfExperince,78.36
20645,,63.4
17375,YearsOfExperince,66.84
3045,,65.97
20059,Gender,83.31
23908,,68.24
7782,MartialStatus,80.87
20141,Gender,74.74
21448,DegreeBranch,81.61
13519,CurrentCompanyType,68.4
2956,DegreeBranch,72.46
13702,,59.14
21463,HighestDegree,79.83
6592,DegreeBranch,81.79
4446,,68.87
11635,,60.43
16694,YearsOfExperince,74.23
5729,YearsOfExperince,81.67
3586,DegreeBranch,83.75
2080,YearsOfExperince,80.92
4681,MartialStatus,80.93
2975,EmpScore,81.12
23400,,65.22
16268,MartialStatus,82.3
14239,EmpScore,78.94
14229,Gender,82.8
18981,,79.57
21878,Gender,84.09
19928,,67.6
3722,DegreeBranch,76.09
2552,Gender,79.72
5278,DegreeBranch,82.56
3172,DegreeBranch,79.17
4898,,80.92
6615,YearsOfExperince,79.15
17551,DegreeBranch,79.39
11694,DegreeBranch,84.59
8799,DegreeBranch,86.46
22738,EmpScore,81.88
16913,Gender,79.62
11581,,63.28
13004,CurrentCompanyType,71.07
20887,Gender,81.31
21487,Gender,82.36
22942,,65.73
11323,YearsOfExperince,73.08
4711,Gender,76.74
15876,,61.42
8921,DegreeBranch,70.96
7595,,55.55
22767,,70.31
6578,Gender,74.68
17810,DegreeBranch,80.5
4001,Gender,80.24
16887,,68.07
14168,,69.46
20796,,67.41
22362,DegreeBranch,80.62
19469,,62.08
17229,Gender,80.37
18791,MartialStatus,82.11
16615,DegreeBranch,82.75
3832,DegreeBranch,80.47
22305,Gender,81.0
7732,YearsOfExperince,76.32
9000,DegreeBranch,74.91
3207,CurrentCompanyType,66.58
6812,CurrentCompanyType,68.3
3624,Gender,80.89
5994,EmpScore,81.33
12432,DegreeBranch,79.69
8549,YearsOfExperince,82.91
20390,,49.02
3662,,65.82
14313,,67.54
6289,Gender,82.03
3728,Gender,77.04
9868,,53.23
8913,DegreeBranch,78.26
10217,DegreeBranch,80.52
18958,DegreeBranch,69.7
14488,Gender,80.29
17295,LatestDegreeCGPA,81.0
6814,Gender,75.94
21950,DegreeBranch,81.66
19459,DegreeBranch,84.49
15611,DegreeBranch,82.79
13438,Gender,80.72
9233,,81.4
21254,YearsOfExperince,80.26
13977,HighestDegree,81.87
14763,Gender,80.65
20265,,68.39
13123,Gender,79.6
12097,HighestDegree,82.77
22923,Gender,71.09
19368,EmpScore,80.35
21795,DegreeBranch,79.69
20160,,82.32
16523,,67.52
4659,MartialStatus,79.36
4879,,81.28
11630,,55.05
21457,Gender,80.84
23080,Gender,81.58
15003,,69.63
2392,EmpScore,83.05
11974,YearsOfExperince,81.22
3143,Gender,82.61
8380,Gender,80.47
21026,YearsOfExperince,70.41
19843,Gender,75.76
16137,Gender,85.73
15369,DegreeBranch,69.01
7458,DegreeBranch,80.43
21906,,65.78
23563,Gender,76.1
22101,MartialStatus,78.17
10486,Gender,83.3
19029,,83.13
2045,DegreeBranch,68.49
6003,YearsOfExperince,82.31
9115,,64.92
10246,DegreeBranch,79.34
5307,Gender,80.45
18708,,67.79
4560,YearsOfExperince,80.97
19704,,51.74
24173,EmpScore,82.62
23687,Gender,81.14
21637,DegreeBranch,76.27
2963,,67.81
13385,Gender,82.24
18871,EmpScore,80.37
5832,,58.94
5089,,68.53
22886,DegreeBranch,78.23
2465,HighestDegree,81.96
12024,DegreeBranch,68.44
18975,,81.3
15328,DegreeBranch,82.66
9595,DegreeBranch,83.15
14474,,51.96
8657,Gender,83.03
8861,DegreeBranch,83.13
16203,,80.53
20086,DegreeBranch,81.15
14863,,67.44
12891,HighestDegree,82.42
7203,DegreeBranch,77.61
23191,EmpScore,82.8
2549,YearsOfExperince,80.79
12877,DegreeBranch,80.22
18631,,68.91
14615,HighestDegree,83.01
15771,DegreeBranch,83.91
15811,,67.77
23743,CurrentCompanyType,70.71
8536,EmpScore,80.05
17819,,68.28
17855,DegreeBranch,77.61
9199,Gender,71.92
4405,Gender,73.17
12004,Gender,81.18
12258,Gender,76.03
2218,YearsOfExperince,78.01
9267,MartialStatus,77.46
8775,EmpScore,80.96
11070,LatestDegreeCGPA,66.31
16094,DegreeBranch,69.24
7343,,69.41
11178,EmpScore,82.92
15299,Gender,80.86
7537,YearsOfExperince,83.9
20769,DegreeBranch,82.66
20772,Gender,82.58
20190,,61.35
2272,CurrentCompanyType,67.05
4408,LatestDegreeCGPA,66.25
15639,Gender,81.12
16209,YearsOfExperince,79.07
14031,Gender,80.83
5577,DegreeBranch,82.21
15410,,81.37
24056,DegreeBranch,81.31
5817,,66.63
15128,CurrentCompanyType,69.74
16098,DegreeBranch,80.02
13480,,75.78
23077,YearsOfExperince,79.34
14641,Gender,79.54
17684,,68.33
7311,,60.02
22098,,67.23
18854,DegreeBranch,75.11
13775,EmpScore,81.79
7752,,68.09
8022,,56.87
7890,,65.77
9505,,66.32
16071,,70.0
18477,DegreeBranch,78.58
4085,,66.39
24244,DegreeBranch,84.09
11984,,66.73
15949,Gender,78.56
14532,,59.5
18031,CurrentCompanyType,65.02
15590,Gender,79.66
20525,MartialStatus,79.28
6415,MartialStatus,78.67
8881,DegreeBranch,72.23
9514,HighestDegree,76.66
10130,EmpScore,83.45
14360,,66.06
16373,DegreeBranch,70.01
20757,,83.73
6260,DegreeBranch,79.95
11063,HighestDegree,80.13
24338,Gender,82.31
13882,YearsOfExperince,81.54
8677,DegreeBranch,82.02
15927,Gender,80.95
7647,,49.04
21967,LatestDegreeCGPA,67.69
5323,Gender,80.89
9969,DegreeBranch,80.63
6611,EmpScore,81.88
4663,Gender,74.92
24296,,59.03
13273,DegreeBranch,83.28
10484,DegreeBranch,78.88
10106,HighestDegree,82.13
15302,YearsOfExperince,81.69
5413,MartialStatus,79.96
13241,DegreeBranch,77.03
3277,,57.0
19537,,51.8
12269,YearsOfExperince,78.47
15093,DegreeBranch,80.63
4513,Gender,76.08
13897,HighestDegree,83.35
9985,DegreeBranch,85.23
4935,CurrentCompanyType,67.56
11609,Gender,81.1
6034,,58.05
2266,Gender,81.51
18393,DegreeBranch,84.07
20566,MartialStatus,81.81
16493,DegreeBranch,78.37
12146,DegreeBranch,81.83
19733,,67.92
17945,MartialStatus,75.47
14003,DegreeBranch,81.52
11502,Gender,81.62
2600,DegreeBranch,82.25
2171,DegreeBranch,80.0
21673,,77.26
21525,DegreeBranch,71.94
4716,DegreeBranch,82.42
2519,Gender,82.88
6480,DegreeBranch,80.49
14056,DegreeBranch,79.92
4332,YearsOfExperince,72.91
11492,,75.55
17754,YearsOfExperince,81.42
3973,EmpScore,82.48
20933,,78.65
18796,Gender,81.01
3531,,66.21
21834,YearsOfExperince,80.64
15564,Gender,80.17
22972,DegreeBranch,82.55
10432,,71.82
19585,YearsOfExperince,81.81
23878,,53.72
12112,YearsOfExperince,80.57
4393,,69.93
15075,YearsOfExperince,81.2
16061,Gender,79.71
13260,DegreeBranch,82.04
18855,,81.83
21390,Gender,74.58
10170,HighestDegree,81.46
21424,HighestDegree,79.88
17083,CurrentCompanyType,63.53
18371,YearsOfExperince,75.0
21599,EmpScore,81.61
15287,,67.79
24160,DegreeBranch,80.57
13415,Gender,83.49
23342,MartialStatus,81.36
5267,HighestDegree,80.55
22764,YearsOfExperince,80.13
19993,CurrentCompanyType,70.3
20258,CurrentCompanyType,72.52
14657,MartialStatus,80.24
11693,,67.18
14844,DegreeBranch,82.19
8417,,66.01
20776,MartialStatus,81.07
7664,,80.9
14432,DegreeBranch,78.35
10933,DegreeBranch,76.32
7801,DegreeBranch,66.03
11095,DegreeBranch,81.16
4320,EmpScore,82.64
6392,CurrentCompanyType,74.78
14331,YearsOfExperince,81.7
10635,Gender,75.52
5326,DegreeBranch,78.78
22631,DegreeBranch,82.35
5797,,65.98
15205,EmpScore,77.5
5828,Gender,82.09
19940,Gender,71.9
19752,YearsOfExperince,78.96
9174,,68.19
13714,,60.73
19560,EmpScore,82.5
18323,Gender,82.43
6134,,66.97
17853,DegreeBranch,80.82
17432,,58.38
16340,DegreeBranch,83.93
12314,,69.07
9033,,72.32
18330,Gender,82.33
20250,Gender,74.31
18783,MartialStatus,81.69
7944,,80.29
13741,DegreeBranch,80.02
5291,YearsOfExperince,80.71
21749,DegreeBranch,80.48
7920,CurrentCompanyType,67.81
16565,Gender,83.53
21744,DegreeBranch,78.4
20631,,59.89
8980,,69.16
11096,EmpScore,78.43
13432,,79.97
9066,YearsOfExperince,79.35
8845,Gender,83.05
9768,HighestDegree,83.7
20019,,69.62
22431,YearsOfExperince,81.1
11235,Gender,79.96
9225,HighestDegree,80.35
15445,YearsOfExperince,80.96
2994,DegreeBranch,80.7
6053,DegreeBranch,72.5
8836,YearsOfExperince,78.78
17315,Gender,82.55
12421,,58.18
2230,,67.71
4691,Gender,74.86
22106,DegreeBranch,81.28
13609,,65.34
17578,Gender,80.47
11542,,66.38
5896,Gender,79.13
4449,Gender,84.34
8446,Gender,77.55
12640,HighestDegree,80.27
19564,MartialStatus,81.35
10303,Gender,81.71
22479,DegreeBranch,80.48
4526,,67.57
2417,Gender,73.51
12731,Gender,78.19
21191,Gender,78.08
12921,,76.2
8239,DegreeBranch,81.71
21759,,67.64
6841,DegreeBranch,81.39
22715,DegreeBranch,84.02
16557,YearsOfExperince,82.6
23397,DegreeBranch,68.13
22371,HighestDegree,83.34
20299,YearsOfExperince,81.87
7452,YearsOfExperince,82.41
13928,YearsOfExperince,81.08
23542,,69.65
22364,DegreeBranch,82.29
10577,DegreeBranch,77.86
12109,YearsOfExperince,80.43
3556,DegreeBranch,74.76
7724,MartialStatus,81.35
5185,HighestDegree,81.47
23349,YearsOfExperince,80.67
12382,Gender,81.88
21654,EmpScore,82.72
23084,DegreeBranch,82.36
7717,DegreeBranch,81.26
16540,DegreeBranch,80.5
5093,,76.66
10828,,66.37
3550,YearsOfExperince,68.18
13209,EmpScore,81.85
20487,DegreeBranch,76.38
2472,Gender,76.85
10211,,69.53
19262,,80.83
10996,,53.22
3716,DegreeBranch,81.61
16135,CurrentCompanyType,69.75
8691,HighestDegree,82.03
11813,Gender,81.74
23419,Gender,81.17
2599,MartialStatus,77.53
3522,DegreeBranch,67.54
22668,DegreeBranch,80.66
2851,YearsOfExperince,73.52
20916,Gender,79.39
10786,DegreeBranch,82.5
17811,DegreeBranch,81.37
11412,CurrentCompanyType,64.17
22950,DegreeBranch,69.17
3356,,67.47
12885,CurrentCompanyType,67.61
19185,,79.34
16200,DegreeBranch,70.18
17450,YearsOfExperince,82.13
14371,,81.66
21702,,57.58
20900,DegreeBranch,81.65
13764,,67.14
10327,DegreeBranch,82.34
21337,YearsOfExperince,81.94
12480,,56.33
4743,Gender,79.67
2461,CurrentCompanyType,67.75
11897,,55.98
23250,Gender,80.42
8751,DegreeBranch,82.87
3160,YearsOfExperince,82.49
2294,DegreeBranch,83.59
2211,YearsOfExperince,80.78
10381,Gender,82.97
16696,HighestDegree,81.04
10239,,62.9
22734,Gender,79.35
14978,,67.46
8431,MartialStatus,80.28
13740,MartialStatus,81.55
21930,,81.53
20103,HighestDegree,81.87
12519,Gender,73.92
5115,Gender,73.77
15399,DegreeBranch,83.07
19994,LatestDegreeCGPA,69.04
12668,,68.55
21567,HighestDegree,82.83
19054,LatestDegreeCGPA,66.58
12323,YearsOfExperince,80.04
6777,,61.8
18246,YearsOfExperince,80.77
7771,Gender,82.53
24123,,68.2
2943,DegreeBranch,80.15
5689,Gender,76.47
15948,YearsOfExperince,80.04
2595,,68.48
18279,Gender,74.54
10551,,68.34
10857,,59.21
17555,Gender,81.16
19015,,68.42
10459,DegreeBranch,84.77
14381,HighestDegree,82.21
14864,,65.59
15796,,50.79
12178,,66.7
